P_PRICE,rain,wind,temperature,oil,exchange,temp_kr,cpi
2.632950900564736,1.3976875449493336,2.1594842493533726,-0.4805603565335743,3.6396892099231644,0.10876471479138874,4.170686976799892,1.001501705377265
2.602885169020684,0.9194603066354341,1.9218125974762528,-2.083399372509515,3.5730757083702933,0.10669961865905578,3.6872142193166066,1.0007886236768306
2.607960776540423,0.6777227102343136,1.781502969060866,-1.8847488061101547,3.4483989831464497,0.10607026372706647,3.367011009233314,1.0007886236768306
2.636149231528299,0.7645843197731592,1.8351099101016688,-1.2762229927404392,3.4127965175055075,0.10651984337767272,1.7313141953710989,1.0007886236768306
2.5881641544247564,1.1886736424520414,2.0781949177909858,-0.621344799391636,3.502128100240596,0.10813665860457808,3.1724373149832297,1.0007886236768306
2.4702391705261184,1.0923010237395614,2.0461963171639885,-0.8741056470583928,3.4743858836136305,0.1089440869891791,2.681919118044084,1.0031213893431097
2.603705057548867,0.9196324225360583,1.922934531399843,-1.1702300990876795,3.3776443972266432,0.11010922268003005,4.141411909687835,1.0031213893431097
2.622335855150115,1.0493569000194798,2.088124664253297,-0.7732708077700339,3.438557390419233,0.10975086395911911,3.0947715214759293,1.0031213893431097
2.631119625862134,0.6907530124775925,1.9014583864844796,-0.972559670623747,3.5046560900303856,0.11001964503854945,3.383366052390784,1.0031213893431097
2.6418179130919945,0.9681868595965498,1.8882871198873725,-1.0754936825669215,3.5740296124349946,0.10885440491208209,4.120447599319385,1.0033253496617933
2.6279857906591118,1.0253459064037762,1.8637329688531443,-0.7188832943762213,3.658574873849081,0.111183528960615,3.5162498799836506,1.0035297528484797
2.6257113272595736,0.900053422687138,1.9898120985487384,-0.866834068697865,3.6718350195046776,0.11163081617118537,4.50436597339909,1.0035297528484797
2.671619447213498,0.9366588101325313,2.009761621041846,-0.729559037845686,3.717284678619103,0.11225668234566762,4.228184162343812,1.0035297528484797
2.7185520983915774,1.076035173836652,1.968586857726343,-0.449849357185008,3.6692888043489322,0.11207790340535054,5.367274939301708,1.0038501144329786
2.7062225975782535,0.8527603379840877,1.581059760101339,-0.2837611229285704,3.6445095063779958,0.11332868530700317,5.555541996757139,1.0041692734748042
2.6759889678266835,0.7100042976263682,1.6550484236861527,-0.7994388569512417,3.743130868945852,0.11502367656878194,5.844979574201087,1.0041692734748042
2.6237732230337953,0.9787437465207048,1.9480723120598087,-0.40356546153380285,3.7630588522881876,0.11484539166904068,5.884137682478422,1.0041692734748042
2.625474000812762,1.0083608663882833,1.819987149852922,-0.3139060106359855,3.8241094033740404,0.1149345380920995,6.164802912723201,1.0039592103642454
2.6789425896881083,0.9808292530117262,1.8113199950825487,0.38273338613988184,3.8119374416057896,0.1176052420742634,6.722495567108395,1.0037490942693768
2.6652869251074627,0.7591626510112565,1.8821435306963241,0.20144720954537879,3.838333407282274,0.11475623729818858,6.559243766351141,1.0037490942693768
2.7026729962693246,1.016484074503552,1.7357316377583927,0.3551310985523506,3.8923507696306254,0.11546924980611413,7.203847753512551,1.0037490942693768
2.6894414878961834,0.868039895925319,1.6133775104381805,0.6067475662673905,3.9141873282575226,0.11315009793265586,7.552515448532923,1.0037490942693768
